split,video_id,seed,head,delta_frame_macro_f1_present_behaviors,delta_bout_macro_f1_iou25_present_behaviors,delta_bout_macro_f1_iou50_present_behaviors,bout_count_error_reduction
test_2,Mouse159_20151129_20-48-38,43,lstm,0.02395570873621089,-0.0034940600978337066,-0.07624140410577379,1
test_2,Mouse159_20151129_20-57-31,43,lstm,-0.04007110492327004,0.014705882352941124,-0.03529411764705892,3
test_2,Mouse627_20181026_17-29-36_01994-09560,43,lstm,-0.005880881424142781,-0.03157894736842104,-0.0675438596491228,-1
test_2,Mouse627_20181026_17-29-36_10191-15523,43,lstm,0.020415190812201667,0.04638694638694629,0.06188811188811183,3
test_2,Mouse627_20181026_17-29-36_16209-22286,43,lstm,-0.04320485648588113,-0.0780140575536995,-0.11119656132443867,-7
test_2,Mouse630_20181025_18-44-29_01807-21458,43,lstm,0.0024741789007266535,-0.04106156289456009,-0.004246837004204029,2
test_2,Mouse630_20181025_18-44-29_21460-30528,43,lstm,0.01427564871499476,0.054545454545454564,0.040000000000000036,3
test_2,Mouse835-female_20200325_18-28-49_10767-24391,43,lstm,-0.03277388078758703,-0.04431818181818181,-0.16266233766233762,7
test_2,Mouse836-female_20200322_19-33-17_00957-13323,43,lstm,-0.2806075113495186,-0.22723426758328924,-0.2116340560549974,-2
test_2,Mouse836-female_20200322_19-33-17_14594-23870,43,lstm,0.002518495382808128,-0.0018679950186797356,-0.09398090493980904,-8
test_2,Mouse839-female_20200322_20-15-11_12885-24623,43,lstm,-0.11819803898642178,-0.09011595181807941,-0.2238264099966228,-1
test_1,Mouse060_20160526_18-16-27,44,lstm,-0.04266954830491787,-0.01581588385860444,-0.11158059483313243,-5
test_1,Mouse061_20160526_18-38-49,44,lstm,-0.023801199284841812,-0.04133148404993059,-0.1263291724456772,4
test_1,Mouse062_20160526_18-56-26,44,lstm,-0.007468926529137554,-0.0664630443325116,-0.08071660772335942,7
test_1,Mouse063_20160526_19-14-46,44,lstm,-0.05627131694474119,-0.06897441706085283,-0.09078774504444909,-4
test_1,Mouse069_20160709_16-02-03,44,lstm,-0.16397308800252264,-0.18447971781305111,-0.14861845972957083,-1
test_1,Mouse070_20160709_16-58-36,44,lstm,-0.014393757155019338,-0.004266199561181294,-0.02545563732234063,32
test_1,Mouse074_20160709_19-15-23,44,lstm,-0.003910289589918792,-0.029990650607710556,0.005539139955902883,7
test_1,Mouse077_20160709_18-29-34,44,lstm,0.018680153132889843,0.07562385222506429,0.016525438343892696,22
test_1,Mouse162_20161017_19-58-28,44,lstm,0.014499725933416197,0.03640902715797534,-0.00838225168940454,-3
test_1,Mouse163_20161018_18-22-45,44,lstm,-0.15468948238623914,-0.2577244700838869,-0.10201337249816972,-15
test_2,Mouse155_20151124_20-48-31,44,lstm,-0.015022470840941105,-0.0068542568542568905,-0.12080627705627717,2
test_2,Mouse155_20151124_20-56-05,44,lstm,0.009830882748389835,0.05611940298507456,0.09552238805970154,6
test_2,Mouse155_20151124_21-11-28,44,lstm,-0.0718968586576545,-0.09231921266581089,-0.06693053772642982,-9
test_2,Mouse155_20151129_22-41-43,44,lstm,-0.27726097325068033,-0.4381205673758865,-0.4254137115839245,-1
test_2,Mouse156_20151012_20-16-37,44,lstm,0.09763889287241534,0.13793370419973716,0.1344908772300212,-7
test_2,Mouse156_20151124_21-53-46,44,lstm,-0.1779312026192833,-0.1162425432303858,-0.1583796890600485,1
test_2,Mouse158_20151129_21-12-54,44,lstm,-0.025374115579272605,0.016686182669789162,0.024528534450881323,5
test_2,Mouse159_20151129_20-48-38,44,lstm,0.047559655623592434,0.03003952569169971,0.0031620553359683057,-1
test_2,Mouse159_20151129_20-57-31,44,lstm,-0.02951863218904016,0.02777777777777779,-0.07222222222222219,2
test_2,Mouse627_20181026_17-29-36_01994-09560,44,lstm,0.02367128273886354,-0.0037169194171868813,0.0464579527915836,3
test_2,Mouse627_20181026_17-29-36_10191-15523,44,lstm,0.010493380930970075,-0.05075468266957639,-0.03961629387161303,3
test_2,Mouse627_20181026_17-29-36_16209-22286,44,lstm,-0.021154666268618838,-0.08058608058608052,-0.10805860805860812,-1
test_2,Mouse630_20181025_18-44-29_01807-21458,44,lstm,-0.004595330137097564,-0.010143133816939987,-0.014666460388948255,1
test_2,Mouse630_20181025_18-44-29_21460-30528,44,lstm,-0.0037301748297704496,-0.07404121714152101,-0.03056748722402225,-2
test_2,Mouse835-female_20200325_18-28-49_10767-24391,44,lstm,-0.025275456925201056,-0.003477845683727998,-0.10216832187420422,0
test_2,Mouse836-female_20200322_19-33-17_00957-13323,44,lstm,-0.23446236363036554,-0.22258064516129034,-0.2408602150537634,-2
test_2,Mouse836-female_20200322_19-33-17_14594-23870,44,lstm,-0.009464205978001128,0.0019762845849802257,-0.07575757575757569,-4
test_2,Mouse839-female_20200322_20-15-11_12885-24623,44,lstm,-0.11277366177361647,-0.1254884344428282,-0.19951859412371103,-3
