model_name,stream,head,capacity,seed,prediction_type,evaluated_videos,total_frames,gt_bouts_total,pred_bouts_total,mean_accuracy,mean_frame_macro_f1_present_behaviors,mean_bout_macro_f1_iou10_present_behaviors,mean_bout_macro_f1_iou25_present_behaviors,mean_bout_macro_f1_iou50_present_behaviors,sd_accuracy,sd_frame_macro_f1_present_behaviors,sd_bout_macro_f1_iou10_present_behaviors,sd_bout_macro_f1_iou25_present_behaviors,sd_bout_macro_f1_iou50_present_behaviors,best_val_epoch,best_epoch_train_loss,best_epoch_val_loss,best_validation_macroF1,best_epoch_elapsed_s,cpu_pct,ram_gb_used,gpu_util_pct,vram_gb_used,gpu_power_w
yolo_sppf_full_attention256_seed42,full,attention,256,42,raw_windows,28,348368,2031,1358,0.8874359007918883,0.7575490516310761,0.7331914033022482,0.6908838341149774,0.5488029033637887,0.04571498783954341,0.12615419827665234,0.1357195828612058,0.15674332816222805,0.20536607378414812,10,0.3575581771739084,0.3337010157994911,0.839591944945388,191.8732385635376,50.8,9.17,20.0,1.24,17.9
yolo_sppf_full_attention256_seed42,full,attention,256,42,smoothed_frames,28,348368,2031,1362,0.8873736566247707,0.7574996495656833,0.7330400768864725,0.6905859231369221,0.5485878103086234,0.04572186570506432,0.1262445017999615,0.13598187772388437,0.15725831510508897,0.20561719609662163,10,0.3575581771739084,0.3337010157994911,0.839591944945388,191.8732385635376,50.8,9.17,20.0,1.24,17.9
yolo_sppf_full_attention256_seed43,full,attention,256,43,raw_windows,28,348368,2031,1333,0.8930134978377906,0.7518911597558325,0.7037355943470179,0.6686183406753141,0.5341681306488745,0.045025862191002006,0.12792181429526042,0.13114940631777458,0.14272104855857085,0.18939372986574093,10,0.3554119996881247,0.3755865464125582,0.8328338484569577,191.7898724079132,50.7,8.98,21.0,1.24,17.6
yolo_sppf_full_attention256_seed43,full,attention,256,43,smoothed_frames,28,348368,2031,1337,0.8929512536706731,0.7518410525613002,0.7036181489948933,0.6683549697442859,0.5340042575115437,0.04502439167902873,0.1280161959729247,0.13152325568849513,0.1432537015734899,0.18963818825116635,10,0.3554119996881247,0.3755865464125582,0.8328338484569577,191.7898724079132,50.7,8.98,21.0,1.24,17.6
yolo_sppf_full_attention256_seed44,full,attention,256,44,raw_windows,28,348368,2031,1415,0.8754159921997983,0.7462434324032391,0.7218969364234292,0.6798385197505444,0.5298772656436295,0.049285311914705456,0.1282256337719694,0.1332841998214939,0.15308735392171274,0.1987751543200785,7,0.3803114599028608,0.3367096603892389,0.8354369646842588,193.192946434021,50.7,9.15,20.0,1.24,17.8
yolo_sppf_full_attention256_seed44,full,attention,256,44,smoothed_frames,28,348368,2031,1419,0.8753537480326806,0.7461950411183075,0.7217854091269286,0.6795822797900676,0.5297194815638712,0.04929825621985577,0.12831222278643228,0.1336043891443144,0.15357842781963066,0.19899708143517547,7,0.3803114599028608,0.3367096603892389,0.8354369646842588,193.192946434021,50.7,9.15,20.0,1.24,17.8
yolo_sppf_full_attention512_seed42,full,attention,512,42,raw_windows,28,348368,2031,1394,0.8792989009857684,0.7327475499035367,0.7002203598579425,0.6531571083428239,0.5030072726192552,0.0509187974240295,0.1375074513991254,0.14817536526199238,0.16012505335849272,0.20759734127904847,10,0.3386016006991676,0.3756157699781137,0.819044062212335,199.8410394191742,50.7,9.01,19.0,1.31,18.2
yolo_sppf_full_attention512_seed42,full,attention,512,42,smoothed_frames,28,348368,2031,1397,0.8792366568186507,0.7327005673669351,0.6999602558163259,0.6528970043012073,0.5028071925872424,0.05093791966945395,0.13757396627229845,0.14861251870449044,0.16049259168114088,0.20775682770939524,10,0.3386016006991676,0.3756157699781137,0.819044062212335,199.8410394191742,50.7,9.01,19.0,1.31,18.2
yolo_sppf_full_attention512_seed43,full,attention,512,43,raw_windows,28,348368,2031,1408,0.8785496274575831,0.7426032872849632,0.7118920242454008,0.6681827982981091,0.5215541483202122,0.04873596852269974,0.12340583480656306,0.1255385729656968,0.13656488887318,0.189761748835224,8,0.3682156681538586,0.3566100640216886,0.8354521359030737,198.7654657363892,50.6,9.0,20.0,1.31,18.8
yolo_sppf_full_attention512_seed43,full,attention,512,43,smoothed_frames,28,348368,2031,1412,0.8784873832904656,0.7425548301726651,0.7117513537306139,0.6678768825807637,0.5213525488373872,0.0487438599640626,0.12348858203580713,0.12573998960888963,0.13703357498498034,0.18997928159150784,8,0.3682156681538586,0.3566100640216886,0.8354521359030737,198.7654657363892,50.6,9.0,20.0,1.31,18.8
