stream,head,capacity,class,threshold,n_seeds,matched_bouts_mean,median_tiou_mean,median_tiou_sd,median_abs_start_offset_frames_mean,median_abs_start_offset_frames_sd,median_abs_end_offset_frames_mean,median_abs_end_offset_frames_sd,median_abs_mean_boundary_offset_frames_mean,median_abs_mean_boundary_offset_frames_sd,median_duration_error_frames_mean,median_duration_error_frames_sd,median_abs_duration_error_frames_mean,median_abs_duration_error_frames_sd,median_pred_duration_frames_mean,median_pred_duration_frames_sd,median_gt_duration_frames_mean,median_gt_duration_frames_sd
full,attention,512,attack,0.25,3,195.33333333333334,0.5592592592592592,0.0056131276171213496,17.333333333333332,2.081665999466133,13.333333333333334,1.1547005383792515,19.25,2.384848003542364,29.5,6.06217782649107,33.666666666666664,3.6855573979159972,105.66666666666667,9.237604307034012,60.833333333333336,2.02072594216369
full,attention,512,attack,0.5,3,118.0,0.6894540644540644,0.013776086747995119,13.333333333333334,1.5275252316519468,9.0,1.7320508075688772,13.0,1.3228756555322954,20.0,3.605551275463989,23.833333333333332,2.565800719723442,105.66666666666667,9.237604307034012,76.16666666666667,2.75378527364305
full,attention,512,investigation,0.1,3,728.3333333333334,0.6036310255060254,0.007673460610267394,9.0,0.0,9.5,0.5,10.833333333333334,0.28867513459481275,12.0,2.6457513110645907,17.333333333333332,1.1547005383792517,63.0,0.0,40.833333333333336,1.755942292142123
full,attention,512,investigation,0.25,3,660.0,0.6371486928104576,0.011003682771599617,8.333333333333334,0.5773502691896258,9.0,0.0,10.083333333333334,0.14433756729740618,10.666666666666666,2.5166114784235836,16.333333333333332,1.1547005383792517,63.0,0.0,46.333333333333336,3.055050463303893
full,attention,512,investigation,0.5,3,462.6666666666667,0.7540554683411825,0.0035273335328918683,7.0,0.0,7.0,0.0,7.833333333333333,0.2886751345948129,7.666666666666667,1.5275252316519465,12.333333333333334,0.5773502691896258,63.0,0.0,61.0,1.0
full,attention,512,mount,0.1,3,166.66666666666666,0.8274147727272728,0.008101296700884797,7.666666666666667,0.5773502691896257,9.333333333333334,0.5773502691896258,9.666666666666666,0.7637626158259732,-0.6666666666666666,2.5166114784235836,13.666666666666666,2.0816659994661326,95.0,0.0,99.16666666666667,1.6072751268321606
full,attention,512,mount,0.25,3,163.66666666666666,0.8290598290598291,0.007401926528072163,7.333333333333333,0.5773502691896257,9.333333333333334,0.5773502691896258,9.333333333333334,0.5773502691896258,-0.6666666666666666,2.5166114784235836,13.0,1.7320508075688772,95.0,0.0,100.0,2.0
full,attention,512,mount,0.5,3,152.33333333333334,0.8443269908894512,0.011142715108039694,6.833333333333333,0.2886751345948129,8.5,0.8660254037844386,8.666666666666666,0.7637626158259732,-0.6666666666666666,2.5166114784235836,12.166666666666666,0.28867513459481275,97.66666666666667,4.618802153517004,102.83333333333333,1.8929694486000899
full,attention,896,attack,0.1,3,223.0,0.5350529100529101,0.015339602967716892,16.0,1.0,14.0,0.0,18.166666666666668,1.0103629710818447,27.0,3.0,31.833333333333332,1.7559422921421235,92.33333333333333,4.618802153517007,55.833333333333336,0.7637626158259726
full,attention,896,attack,0.25,3,202.33333333333334,0.5776539118865017,0.009740412877953178,15.0,1.0,13.0,0.0,16.833333333333332,0.28867513459481314,24.666666666666668,1.5275252316519465,29.666666666666668,1.040832999733066,100.33333333333333,9.237604307034012,58.833333333333336,0.7637626158259726
full,attention,896,attack,0.5,3,125.66666666666667,0.6893472906403941,0.0031996012455090058,12.0,0.5,9.333333333333334,0.5773502691896258,12.416666666666666,0.520416499866533,18.666666666666668,1.5275252316519465,22.166666666666668,0.7637626158259737,97.66666666666667,12.220201853215574,72.16666666666667,1.4433756729740634
full,attention,896,investigation,0.1,3,744.3333333333334,0.5928078865578866,0.014299317259354447,9.333333333333334,1.1547005383792515,9.333333333333334,0.5773502691896258,11.0,0.5,12.666666666666666,5.131601439446884,17.333333333333332,2.081665999466133,57.666666666666664,9.237604307034013,40.333333333333336,3.214550253664319
full,attention,896,investigation,0.25,3,666.3333333333334,0.6348148148148148,0.008504416669040797,8.666666666666666,0.5773502691896258,9.0,0.0,10.166666666666666,0.28867513459481275,10.666666666666666,4.932882862316248,15.666666666666666,1.5275252316519468,57.666666666666664,9.237604307034013,45.166666666666664,4.252450274057691
full,attention,896,investigation,0.5,3,468.6666666666667,0.7473474801061007,0.010639970421360521,7.333333333333333,0.5773502691896257,7.0,0.0,7.666666666666667,0.2886751345948129,8.0,3.605551275463989,12.666666666666666,1.1547005383792515,63.0,0.0,60.333333333333336,2.5166114784235836
full,attention,896,mount,0.1,3,170.66666666666666,0.8161148960716621,0.012301714529615539,8.166666666666666,2.565800719723442,9.666666666666666,0.5773502691896258,10.583333333333334,0.8036375634160797,1.6666666666666667,12.423096769056148,16.333333333333332,2.309401076758503,95.0,0.0,95.5,9.096702699330127
full,attention,896,mount,0.25,3,167.33333333333334,0.8192695220905838,0.012830498491421677,8.0,2.0,9.666666666666666,0.5773502691896258,10.166666666666666,0.7637626158259733,1.1666666666666667,11.98262631201246,16.0,1.7320508075688772,95.0,0.0,97.16666666666667,7.942501704962569
full,attention,896,mount,0.5,3,151.33333333333334,0.8418860115377528,0.014655852843152397,7.666666666666667,2.081665999466133,9.333333333333334,0.5773502691896258,9.75,0.6614378277661477,2.0,10.44030650891055,14.0,2.0,100.33333333333333,9.237604307034012,101.5,2.179449471770337
full,lstm,256,attack,0.1,3,225.66666666666666,0.5587347701318289,0.02883182761259427,11.666666666666666,0.5773502691896258,10.166666666666666,2.254624876411447,15.0,1.8027756377319946,15.166666666666666,3.013856886670854,23.833333333333332,2.0207259421636903,68.33333333333333,9.237604307034012,55.166666666666664,1.2583057392117925
full,lstm,256,attack,0.25,3,207.66666666666666,0.5833270178097765,0.01895505742570941,11.0,1.0,9.166666666666666,1.2583057392117918,13.75,1.3919410907075054,15.0,3.278719262151,22.5,1.8027756377319946,68.33333333333333,9.237604307034012,56.666666666666664,1.1547005383792526
full,lstm,256,attack,0.5,3,132.0,0.6967435275080907,0.013653092411617338,7.333333333333333,0.5773502691896257,6.333333333333333,0.5773502691896258,9.166666666666666,0.5773502691896258,11.666666666666666,1.5275252316519468,16.0,1.0,73.66666666666667,9.237604307034012,62.166666666666664,2.7537852736430515
