stream,head,capacity,class,threshold,n_seeds,bout_precision_mean,bout_precision_sd,bout_recall_mean,bout_recall_sd,bout_f1_mean,bout_f1_sd,tp_mean,fp_mean,fn_mean
animal_visual_only,attention,512,mount,0.1,3,0.6872118708108084,0.029296693390892543,0.7548076923076922,0.030024028838453846,0.7186257157957,0.005055813796664075,157.0,72.0,51.0
animal_visual_only,attention,512,mount,0.25,3,0.6606503279810053,0.02473110076777184,0.7259615384615384,0.03629728093880167,0.69099677332482,0.010957804641567181,151.0,78.0,57.0
animal_visual_only,attention,512,mount,0.5,3,0.5690316176371953,0.01314488265709702,0.6266025641025641,0.05613551246197756,0.5957540862959211,0.028602132229236243,130.33333333333334,98.66666666666667,77.66666666666667
animal_visual_only,attention,896,attack,0.1,3,0.5980463628633379,0.08465756973359578,0.5852059925093633,0.026099924840386413,0.5905963932319865,0.05478395923890325,208.33333333333334,143.33333333333334,147.66666666666666
animal_visual_only,attention,896,attack,0.25,3,0.49032207383742793,0.07540505247177977,0.4794007490636704,0.027282401281523327,0.4840149795851219,0.05086342706560628,170.66666666666666,181.0,185.33333333333334
animal_visual_only,attention,896,attack,0.5,3,0.2709657384767698,0.05536652540984723,0.26404494382022475,0.02972754282095045,0.26703830502314846,0.04220459747852896,94.0,257.6666666666667,262.0
animal_visual_only,attention,896,investigation,0.1,3,0.6881625449432706,0.015564504295862454,0.4730743012951602,0.026144252093749317,0.5601552938622977,0.013111782154257987,694.0,315.6666666666667,773.0
animal_visual_only,attention,896,investigation,0.25,3,0.5761000284337318,0.03279455883251355,0.3953646898432175,0.010647920485216988,0.46847285601779354,0.009042613020496573,580.0,429.6666666666667,887.0
animal_visual_only,attention,896,investigation,0.5,3,0.34964405653266445,0.026401117411771657,0.2397182458532152,0.00453873764040858,0.2841604896797429,0.00983778940049863,351.6666666666667,658.0,1115.3333333333333
animal_visual_only,attention,896,mount,0.1,3,0.7056550755180893,0.012428384975731725,0.7596153846153846,0.017334381132038463,0.731463329341825,0.004876796426001339,158.0,66.0,50.0
animal_visual_only,attention,896,mount,0.25,3,0.6833118682433751,0.010714204152506235,0.735576923076923,0.016654334688162332,0.7083090487140632,0.0018170867988737591,153.0,71.0,55.0
animal_visual_only,attention,896,mount,0.5,3,0.5972758849471178,0.02239987856975249,0.6426282051282052,0.0073438713060190244,0.618973440574212,0.013006227617854102,133.66666666666666,90.33333333333333,74.33333333333333
