stream,head,capacity,seed,class,threshold,tp,fp,fn,bout_precision,bout_recall,bout_f1
full,attention,896,42,investigation,0.1,703.0,149.0,764.0,0.8251173708920188,0.47920927062031354,0.6062958171625701
full,attention,896,42,investigation,0.25,638.0,214.0,829.0,0.7488262910798122,0.4349011588275392,0.5502371711944803
full,attention,896,42,investigation,0.5,458.0,394.0,1009.0,0.5375586854460094,0.3122017723244717,0.39499784389823195
full,attention,896,42,mount,0.1,185.0,47.0,23.0,0.7974137931034483,0.8894230769230769,0.8409090909090909
full,attention,896,42,mount,0.25,181.0,51.0,27.0,0.7801724137931034,0.8701923076923077,0.8227272727272728
full,attention,896,42,mount,0.5,165.0,67.0,43.0,0.7112068965517241,0.7932692307692307,0.75
full,attention,896,43,attack,0.1,226.0,39.0,130.0,0.8528301886792453,0.6348314606741573,0.7278582930756844
full,attention,896,43,attack,0.25,206.0,59.0,150.0,0.7773584905660378,0.5786516853932584,0.6634460547504026
full,attention,896,43,attack,0.5,132.0,133.0,224.0,0.4981132075471698,0.3707865168539326,0.4251207729468599
full,attention,896,43,investigation,0.1,778.0,196.0,689.0,0.7987679671457906,0.5303340149965917,0.6374436706267924
full,attention,896,43,investigation,0.25,689.0,285.0,778.0,0.7073921971252567,0.46966598500340834,0.5645227365833676
full,attention,896,43,investigation,0.5,477.0,497.0,990.0,0.48973305954825463,0.32515337423312884,0.39082343301925443
full,attention,896,43,mount,0.1,163.0,22.0,45.0,0.8810810810810811,0.7836538461538461,0.8295165394402035
full,attention,896,43,mount,0.25,159.0,26.0,49.0,0.8594594594594595,0.7644230769230769,0.8091603053435116
full,attention,896,43,mount,0.5,145.0,40.0,63.0,0.7837837837837838,0.6971153846153846,0.7379134860050891
full,attention,896,44,attack,0.1,220.0,62.0,136.0,0.7801418439716312,0.6179775280898876,0.689655172413793
full,attention,896,44,attack,0.25,198.0,84.0,158.0,0.7021276595744681,0.5561797752808989,0.6206896551724138
full,attention,896,44,attack,0.5,118.0,164.0,238.0,0.41843971631205673,0.33146067415730335,0.36990595611285265
full,attention,896,44,investigation,0.1,752.0,198.0,715.0,0.791578947368421,0.512610770279482,0.622258998758792
full,attention,896,44,investigation,0.25,672.0,278.0,795.0,0.7073684210526315,0.45807770961145194,0.5560612329333885
full,attention,896,44,investigation,0.5,471.0,479.0,996.0,0.4957894736842105,0.3210633946830266,0.3897393462970624
full,attention,896,44,mount,0.1,164.0,24.0,44.0,0.8723404255319149,0.7884615384615384,0.8282828282828283
full,attention,896,44,mount,0.25,162.0,26.0,46.0,0.8617021276595744,0.7788461538461539,0.8181818181818181
full,attention,896,44,mount,0.5,144.0,44.0,64.0,0.7659574468085106,0.6923076923076923,0.7272727272727273
full,lstm,256,42,attack,0.1,229.0,81.0,127.0,0.7387096774193549,0.6432584269662921,0.6876876876876877
full,lstm,256,42,attack,0.25,211.0,99.0,145.0,0.6806451612903226,0.5926966292134831,0.6336336336336336
full,lstm,256,42,attack,0.5,133.0,177.0,223.0,0.4290322580645161,0.37359550561797755,0.39939939939939945
full,lstm,256,42,investigation,0.1,694.0,161.0,773.0,0.8116959064327486,0.4730743012951602,0.5977605512489234
full,lstm,256,42,investigation,0.25,634.0,221.0,833.0,0.7415204678362574,0.4321745057941377,0.5460809646856158
full,lstm,256,42,investigation,0.5,468.0,387.0,999.0,0.5473684210526316,0.31901840490797545,0.40310077519379844
full,lstm,256,42,mount,0.1,170.0,40.0,38.0,0.8095238095238095,0.8173076923076923,0.8133971291866029
full,lstm,256,42,mount,0.25,166.0,44.0,42.0,0.7904761904761904,0.7980769230769231,0.7942583732057416
full,lstm,256,42,mount,0.5,157.0,53.0,51.0,0.7476190476190476,0.7548076923076923,0.7511961722488039
full,lstm,256,43,attack,0.1,230.0,31.0,126.0,0.8812260536398467,0.6460674157303371,0.7455429497568883
full,lstm,256,43,attack,0.25,214.0,47.0,142.0,0.8199233716475096,0.601123595505618,0.6936790923824959
full,lstm,256,43,attack,0.5,143.0,118.0,213.0,0.5478927203065134,0.40168539325842695,0.4635332252836304
full,lstm,256,43,investigation,0.1,730.0,173.0,737.0,0.8084163898117387,0.49761417859577367,0.6160337552742615
full,lstm,256,43,investigation,0.25,661.0,242.0,806.0,0.7320044296788483,0.4505794137695978,0.5578059071729957
full,lstm,256,43,investigation,0.5,481.0,422.0,986.0,0.5326688815060908,0.3278800272665303,0.40590717299578055
full,lstm,256,43,mount,0.1,168.0,27.0,40.0,0.8615384615384616,0.8076923076923077,0.8337468982630274
full,lstm,256,43,mount,0.25,165.0,30.0,43.0,0.8461538461538461,0.7932692307692307,0.8188585607940446
full,lstm,256,43,mount,0.5,154.0,41.0,54.0,0.7897435897435897,0.7403846153846154,0.7642679900744417
full,lstm,256,44,attack,0.1,218.0,58.0,138.0,0.7898550724637681,0.6123595505617978,0.689873417721519
full,lstm,256,44,attack,0.25,198.0,78.0,158.0,0.717391304347826,0.5561797752808989,0.6265822784810127
full,lstm,256,44,attack,0.5,120.0,156.0,236.0,0.43478260869565216,0.33707865168539325,0.379746835443038
full,lstm,256,44,investigation,0.1,756.0,202.0,711.0,0.7891440501043842,0.5153374233128835,0.6235051546391752
full,lstm,256,44,investigation,0.25,680.0,278.0,787.0,0.7098121085594989,0.46353101567825494,0.5608247422680412
full,lstm,256,44,investigation,0.5,494.0,464.0,973.0,0.5156576200417536,0.3367416496250852,0.4074226804123711
full,lstm,256,44,mount,0.1,174.0,38.0,34.0,0.8207547169811321,0.8365384615384616,0.8285714285714286
full,lstm,256,44,mount,0.25,168.0,44.0,40.0,0.7924528301886793,0.8076923076923077,0.7999999999999999
full,lstm,256,44,mount,0.5,156.0,56.0,52.0,0.7358490566037735,0.75,0.7428571428571428
full,lstm,512,42,attack,0.1,225.0,53.0,131.0,0.8093525179856115,0.6320224719101124,0.7097791798107257
full,lstm,512,42,attack,0.25,207.0,71.0,149.0,0.7446043165467626,0.5814606741573034,0.6529968454258676
full,lstm,512,42,attack,0.5,121.0,157.0,235.0,0.4352517985611511,0.3398876404494382,0.3817034700315458
full,lstm,512,42,investigation,0.1,748.0,195.0,719.0,0.7932131495227995,0.5098841172460804,0.6207468879668049
full,lstm,512,42,investigation,0.25,667.0,276.0,800.0,0.7073170731707317,0.4546693933197001,0.5535269709543569
full,lstm,512,42,investigation,0.5,458.0,485.0,1009.0,0.48568398727465534,0.3122017723244717,0.38008298755186715
full,lstm,512,42,mount,0.1,169.0,29.0,39.0,0.8535353535353535,0.8125,0.8325123152709359
full,lstm,512,42,mount,0.25,166.0,32.0,42.0,0.8383838383838383,0.7980769230769231,0.8177339901477833
full,lstm,512,42,mount,0.5,145.0,53.0,63.0,0.7323232323232324,0.6971153846153846,0.7142857142857143
full,lstm,512,43,attack,0.1,228.0,26.0,128.0,0.8976377952755905,0.6404494382022472,0.7475409836065574
full,lstm,512,43,attack,0.25,213.0,41.0,143.0,0.8385826771653543,0.598314606741573,0.6983606557377048
full,lstm,512,43,attack,0.5,147.0,107.0,209.0,0.5787401574803149,0.41292134831460675,0.4819672131147541
full,lstm,512,43,investigation,0.1,717.0,195.0,750.0,0.7861842105263158,0.4887525562372188,0.6027742749054223
full,lstm,512,43,investigation,0.25,656.0,256.0,811.0,0.7192982456140351,0.44717109747784595,0.5514922236233711
full,lstm,512,43,investigation,0.5,466.0,446.0,1001.0,0.5109649122807017,0.3176550783912747,0.3917612442202606
full,lstm,512,43,mount,0.1,162.0,36.0,46.0,0.8181818181818182,0.7788461538461539,0.7980295566502463
full,lstm,512,43,mount,0.25,157.0,41.0,51.0,0.7929292929292929,0.7548076923076923,0.7733990147783251
full,lstm,512,43,mount,0.5,136.0,62.0,72.0,0.6868686868686869,0.6538461538461539,0.6699507389162562
full,lstm,512,44,attack,0.1,224.0,36.0,132.0,0.8615384615384616,0.6292134831460674,0.7272727272727273
full,lstm,512,44,attack,0.25,207.0,53.0,149.0,0.7961538461538461,0.5814606741573034,0.6720779220779219
full,lstm,512,44,attack,0.5,126.0,134.0,230.0,0.4846153846153846,0.3539325842696629,0.4090909090909091
full,lstm,512,44,investigation,0.1,781.0,198.0,686.0,0.797752808988764,0.5323790047716428,0.6385936222403924
full,lstm,512,44,investigation,0.25,686.0,293.0,781.0,0.7007150153217568,0.4676209952283572,0.5609157808667211
full,lstm,512,44,investigation,0.5,454.0,525.0,1013.0,0.4637385086823289,0.3094751192910702,0.3712183156173344
full,lstm,512,44,mount,0.1,164.0,23.0,44.0,0.8770053475935828,0.7884615384615384,0.830379746835443
full,lstm,512,44,mount,0.25,159.0,28.0,49.0,0.8502673796791443,0.7644230769230769,0.8050632911392404
full,lstm,512,44,mount,0.5,137.0,50.0,71.0,0.732620320855615,0.6586538461538461,0.6936708860759494
full,lstm,896,42,attack,0.1,226.0,59.0,130.0,0.7929824561403509,0.6348314606741573,0.705148205928237
full,lstm,896,42,attack,0.25,211.0,74.0,145.0,0.7403508771929824,0.5926966292134831,0.6583463338533541
full,lstm,896,42,attack,0.5,127.0,158.0,229.0,0.4456140350877193,0.35674157303370785,0.3962558502340094
full,lstm,896,42,investigation,0.1,720.0,197.0,747.0,0.7851690294438386,0.49079754601226994,0.6040268456375839
full,lstm,896,42,investigation,0.25,651.0,266.0,816.0,0.7099236641221374,0.4437627811860941,0.5461409395973155
full,lstm,896,42,investigation,0.5,452.0,465.0,1015.0,0.49291166848418755,0.30811179277436945,0.37919463087248323
full,lstm,896,42,mount,0.1,163.0,35.0,45.0,0.8232323232323232,0.7836538461538461,0.8029556650246304
full,lstm,896,42,mount,0.25,157.0,41.0,51.0,0.7929292929292929,0.7548076923076923,0.7733990147783251
full,lstm,896,42,mount,0.5,135.0,63.0,73.0,0.6818181818181818,0.6490384615384616,0.6650246305418719
full,lstm,896,43,attack,0.1,217.0,31.0,139.0,0.875,0.6095505617977528,0.7185430463576159
full,lstm,896,43,attack,0.25,202.0,46.0,154.0,0.8145161290322581,0.5674157303370787,0.6688741721854305
full,lstm,896,43,attack,0.5,119.0,129.0,237.0,0.4798387096774194,0.3342696629213483,0.39403973509933776
full,lstm,896,43,investigation,0.1,762.0,204.0,705.0,0.7888198757763976,0.5194274028629857,0.6263871763255241
full,lstm,896,43,investigation,0.25,686.0,280.0,781.0,0.7101449275362319,0.4676209952283572,0.5639128647759967
full,lstm,896,43,investigation,0.5,462.0,504.0,1005.0,0.4782608695652174,0.3149284253578732,0.3797780517879161
full,lstm,896,43,mount,0.1,161.0,43.0,47.0,0.7892156862745098,0.7740384615384616,0.7815533980582524
full,lstm,896,43,mount,0.25,158.0,46.0,50.0,0.7745098039215687,0.7596153846153846,0.766990291262136
full,lstm,896,43,mount,0.5,138.0,66.0,70.0,0.6764705882352942,0.6634615384615384,0.6699029126213591
full,lstm,896,44,attack,0.1,223.0,41.0,133.0,0.8446969696969697,0.6264044943820225,0.7193548387096775
full,lstm,896,44,attack,0.25,205.0,59.0,151.0,0.7765151515151515,0.5758426966292135,0.6612903225806452
full,lstm,896,44,attack,0.5,133.0,131.0,223.0,0.5037878787878788,0.37359550561797755,0.42903225806451617
full,lstm,896,44,investigation,0.1,772.0,209.0,695.0,0.7869520897043832,0.5262440354464895,0.630718954248366
full,lstm,896,44,investigation,0.25,668.0,313.0,799.0,0.6809378185524975,0.4553510565780504,0.545751633986928
full,lstm,896,44,investigation,0.5,439.0,542.0,1028.0,0.4475025484199796,0.2992501704158146,0.35866013071895425
full,lstm,896,44,mount,0.1,156.0,40.0,52.0,0.7959183673469388,0.75,0.7722772277227722
full,lstm,896,44,mount,0.25,149.0,47.0,59.0,0.7602040816326531,0.7163461538461539,0.7376237623762376
full,lstm,896,44,mount,0.5,126.0,70.0,82.0,0.6428571428571429,0.6057692307692307,0.6237623762376238
no_group_visual,attention,256,42,attack,0.1,214.0,94.0,142.0,0.6948051948051948,0.601123595505618,0.6445783132530121
no_group_visual,attention,256,42,attack,0.25,188.0,120.0,168.0,0.6103896103896104,0.5280898876404494,0.5662650602409639
no_group_visual,attention,256,42,attack,0.5,114.0,194.0,242.0,0.37012987012987014,0.3202247191011236,0.34337349397590367
no_group_visual,attention,256,42,investigation,0.1,721.0,178.0,746.0,0.8020022246941045,0.49147920927062033,0.6094674556213018
no_group_visual,attention,256,42,investigation,0.25,652.0,247.0,815.0,0.7252502780867631,0.4444444444444444,0.5511411665257819
no_group_visual,attention,256,42,investigation,0.5,459.0,440.0,1008.0,0.5105672969966629,0.3128834355828221,0.3879966187658495
no_group_visual,attention,256,42,mount,0.1,169.0,24.0,39.0,0.8756476683937824,0.8125,0.8428927680798005
no_group_visual,attention,256,42,mount,0.25,166.0,27.0,42.0,0.8601036269430051,0.7980769230769231,0.8279301745635911
no_group_visual,attention,256,42,mount,0.5,154.0,39.0,54.0,0.7979274611398963,0.7403846153846154,0.768079800498753
no_group_visual,attention,256,43,attack,0.1,228.0,60.0,128.0,0.7916666666666666,0.6404494382022472,0.7080745341614907
no_group_visual,attention,256,43,attack,0.25,206.0,82.0,150.0,0.7152777777777778,0.5786516853932584,0.6397515527950312
no_group_visual,attention,256,43,attack,0.5,125.0,163.0,231.0,0.4340277777777778,0.351123595505618,0.38819875776397517
no_group_visual,attention,256,43,investigation,0.1,720.0,169.0,747.0,0.8098987626546682,0.49079754601226994,0.6112054329371818
no_group_visual,attention,256,43,investigation,0.25,667.0,222.0,800.0,0.750281214848144,0.4546693933197001,0.5662139219015281
no_group_visual,attention,256,43,investigation,0.5,480.0,409.0,987.0,0.5399325084364455,0.32719836400818,0.40747028862478785
no_group_visual,attention,256,43,mount,0.1,164.0,27.0,44.0,0.8586387434554974,0.7884615384615384,0.8220551378446114
no_group_visual,attention,256,43,mount,0.25,162.0,29.0,46.0,0.8481675392670157,0.7788461538461539,0.81203007518797
no_group_visual,attention,256,43,mount,0.5,147.0,44.0,61.0,0.7696335078534031,0.7067307692307693,0.736842105263158
no_group_visual,attention,256,44,attack,0.1,225.0,46.0,131.0,0.8302583025830258,0.6320224719101124,0.7177033492822966
no_group_visual,attention,256,44,attack,0.25,199.0,72.0,157.0,0.7343173431734318,0.5589887640449438,0.6347687400318979
no_group_visual,attention,256,44,attack,0.5,118.0,153.0,238.0,0.4354243542435424,0.33146067415730335,0.37639553429027117
no_group_visual,attention,256,44,investigation,0.1,778.0,211.0,689.0,0.7866531850353893,0.5303340149965917,0.6335504885993486
no_group_visual,attention,256,44,investigation,0.25,695.0,294.0,772.0,0.7027300303336703,0.47375596455351054,0.5659609120521173
no_group_visual,attention,256,44,investigation,0.5,469.0,520.0,998.0,0.474216380182002,0.31970006816632585,0.38192182410423453
no_group_visual,attention,256,44,mount,0.1,165.0,35.0,43.0,0.825,0.7932692307692307,0.8088235294117647
no_group_visual,attention,256,44,mount,0.25,162.0,38.0,46.0,0.81,0.7788461538461539,0.7941176470588236
no_group_visual,attention,256,44,mount,0.5,149.0,51.0,59.0,0.745,0.7163461538461539,0.7303921568627451
no_group_visual,attention,512,42,attack,0.1,214.0,114.0,142.0,0.6524390243902439,0.601123595505618,0.6257309941520469
no_group_visual,attention,512,42,attack,0.25,188.0,140.0,168.0,0.573170731707317,0.5280898876404494,0.5497076023391814
no_group_visual,attention,512,42,attack,0.5,108.0,220.0,248.0,0.32926829268292684,0.30337078651685395,0.3157894736842105
no_group_visual,attention,512,42,investigation,0.1,707.0,169.0,760.0,0.8070776255707762,0.48193592365371507,0.6034997865983781
no_group_visual,attention,512,42,investigation,0.25,639.0,237.0,828.0,0.7294520547945206,0.43558282208588955,0.5454545454545454
no_group_visual,attention,512,42,investigation,0.5,453.0,423.0,1014.0,0.5171232876712328,0.30879345603271985,0.3866837387964148
no_group_visual,attention,512,42,mount,0.1,168.0,21.0,40.0,0.8888888888888888,0.8076923076923077,0.8463476070528968
no_group_visual,attention,512,42,mount,0.25,165.0,24.0,43.0,0.873015873015873,0.7932692307692307,0.8312342569269521
no_group_visual,attention,512,42,mount,0.5,154.0,35.0,54.0,0.8148148148148148,0.7403846153846154,0.7758186397984886
no_group_visual,attention,512,43,attack,0.1,222.0,64.0,134.0,0.7762237762237763,0.6235955056179775,0.6915887850467289
no_group_visual,attention,512,43,attack,0.25,198.0,88.0,158.0,0.6923076923076923,0.5561797752808989,0.616822429906542
no_group_visual,attention,512,43,attack,0.5,117.0,169.0,239.0,0.4090909090909091,0.32865168539325845,0.36448598130841126
no_group_visual,attention,512,43,investigation,0.1,757.0,173.0,710.0,0.8139784946236559,0.5160190865712339,0.6316228619107218
no_group_visual,attention,512,43,investigation,0.25,691.0,239.0,776.0,0.7430107526881721,0.4710293115201091,0.5765540258656654
no_group_visual,attention,512,43,investigation,0.5,479.0,451.0,988.0,0.5150537634408602,0.3265167007498296,0.39966624947851476
no_group_visual,attention,512,43,mount,0.1,165.0,28.0,43.0,0.8549222797927462,0.7932692307692307,0.8229426433915212
no_group_visual,attention,512,43,mount,0.25,161.0,32.0,47.0,0.8341968911917098,0.7740384615384616,0.8029925187032418
no_group_visual,attention,512,43,mount,0.5,148.0,45.0,60.0,0.7668393782383419,0.7115384615384616,0.7381546134663343
no_group_visual,attention,512,44,attack,0.1,218.0,50.0,138.0,0.8134328358208955,0.6123595505617978,0.6987179487179488
no_group_visual,attention,512,44,attack,0.25,196.0,72.0,160.0,0.7313432835820896,0.550561797752809,0.6282051282051283
no_group_visual,attention,512,44,attack,0.5,117.0,151.0,239.0,0.43656716417910446,0.32865168539325845,0.37500000000000006
no_group_visual,attention,512,44,investigation,0.1,754.0,183.0,713.0,0.8046958377801494,0.5139740967961827,0.627287853577371
no_group_visual,attention,512,44,investigation,0.25,672.0,265.0,795.0,0.7171824973319103,0.45807770961145194,0.5590682196339435
no_group_visual,attention,512,44,investigation,0.5,464.0,473.0,1003.0,0.4951974386339381,0.316291751874574,0.3860232945091514
no_group_visual,attention,512,44,mount,0.1,169.0,25.0,39.0,0.8711340206185567,0.8125,0.8407960199004976
no_group_visual,attention,512,44,mount,0.25,167.0,27.0,41.0,0.8608247422680413,0.8028846153846154,0.8308457711442787
no_group_visual,attention,512,44,mount,0.5,155.0,39.0,53.0,0.7989690721649485,0.7451923076923077,0.7711442786069651
no_group_visual,attention,896,42,attack,0.1,213.0,98.0,143.0,0.684887459807074,0.598314606741573,0.6386806596701649
no_group_visual,attention,896,42,attack,0.25,190.0,121.0,166.0,0.6109324758842444,0.5337078651685393,0.5697151424287856
no_group_visual,attention,896,42,attack,0.5,114.0,197.0,242.0,0.3665594855305466,0.3202247191011236,0.34182908545727136
no_group_visual,attention,896,42,investigation,0.1,700.0,165.0,767.0,0.8092485549132948,0.47716428084526247,0.6003430531732419
no_group_visual,attention,896,42,investigation,0.25,632.0,233.0,835.0,0.730635838150289,0.43081117927743695,0.5420240137221269
no_group_visual,attention,896,42,investigation,0.5,448.0,417.0,1019.0,0.5179190751445086,0.305385139740968,0.3842195540308748
no_group_visual,attention,896,42,mount,0.1,171.0,29.0,37.0,0.855,0.8221153846153846,0.838235294117647
no_group_visual,attention,896,42,mount,0.25,168.0,32.0,40.0,0.84,0.8076923076923077,0.8235294117647058
no_group_visual,attention,896,42,mount,0.5,152.0,48.0,56.0,0.76,0.7307692307692307,0.7450980392156863
no_group_visual,attention,896,43,attack,0.1,218.0,59.0,138.0,0.7870036101083032,0.6123595505617978,0.688783570300158
no_group_visual,attention,896,43,attack,0.25,197.0,80.0,159.0,0.7111913357400722,0.5533707865168539,0.6224328593996841
no_group_visual,attention,896,43,attack,0.5,116.0,161.0,240.0,0.4187725631768953,0.3258426966292135,0.3665086887835703
no_group_visual,attention,896,43,investigation,0.1,734.0,169.0,733.0,0.8128460686600222,0.5003408316291752,0.619409282700422
no_group_visual,attention,896,43,investigation,0.25,662.0,241.0,805.0,0.7331118493909191,0.4512610770279482,0.5586497890295358
no_group_visual,attention,896,43,investigation,0.5,451.0,452.0,1016.0,0.4994462901439646,0.3074301295160191,0.38059071729957805
no_group_visual,attention,896,43,mount,0.1,173.0,27.0,35.0,0.865,0.8317307692307693,0.8480392156862744
no_group_visual,attention,896,43,mount,0.25,169.0,31.0,39.0,0.845,0.8125,0.8284313725490196
no_group_visual,attention,896,43,mount,0.5,154.0,46.0,54.0,0.77,0.7403846153846154,0.7549019607843137
no_group_visual,attention,896,44,attack,0.1,217.0,66.0,139.0,0.7667844522968198,0.6095505617977528,0.679186228482003
no_group_visual,attention,896,44,attack,0.25,193.0,90.0,163.0,0.6819787985865724,0.5421348314606742,0.6040688575899843
no_group_visual,attention,896,44,attack,0.5,123.0,160.0,233.0,0.43462897526501765,0.3455056179775281,0.38497652582159625
no_group_visual,attention,896,44,investigation,0.1,736.0,188.0,731.0,0.7965367965367965,0.501704158145876,0.615641990798829
no_group_visual,attention,896,44,investigation,0.25,661.0,263.0,806.0,0.7153679653679653,0.4505794137695978,0.5529067335842742
no_group_visual,attention,896,44,investigation,0.5,457.0,467.0,1010.0,0.4945887445887446,0.3115201090661213,0.38226683396068584
no_group_visual,attention,896,44,mount,0.1,165.0,29.0,43.0,0.8505154639175257,0.7932692307692307,0.8208955223880596
no_group_visual,attention,896,44,mount,0.25,163.0,31.0,45.0,0.8402061855670103,0.7836538461538461,0.8109452736318408
no_group_visual,attention,896,44,mount,0.5,145.0,49.0,63.0,0.7474226804123711,0.6971153846153846,0.7213930348258707
no_group_visual,lstm,256,42,attack,0.1,220.0,81.0,136.0,0.7308970099667774,0.6179775280898876,0.669710806697108
no_group_visual,lstm,256,42,attack,0.25,203.0,98.0,153.0,0.6744186046511628,0.5702247191011236,0.6179604261796043
no_group_visual,lstm,256,42,attack,0.5,122.0,179.0,234.0,0.4053156146179402,0.34269662921348315,0.37138508371385076
no_group_visual,lstm,256,42,investigation,0.1,721.0,204.0,746.0,0.7794594594594595,0.49147920927062033,0.6028428093645485
no_group_visual,lstm,256,42,investigation,0.25,650.0,275.0,817.0,0.7027027027027027,0.4430811179277437,0.5434782608695652
no_group_visual,lstm,256,42,investigation,0.5,469.0,456.0,998.0,0.5070270270270271,0.31970006816632585,0.3921404682274247
no_group_visual,lstm,256,42,mount,0.1,168.0,28.0,40.0,0.8571428571428571,0.8076923076923077,0.8316831683168318
no_group_visual,lstm,256,42,mount,0.25,163.0,33.0,45.0,0.8316326530612245,0.7836538461538461,0.806930693069307
no_group_visual,lstm,256,42,mount,0.5,144.0,52.0,64.0,0.7346938775510204,0.6923076923076923,0.7128712871287128
no_group_visual,lstm,256,43,attack,0.1,226.0,36.0,130.0,0.8625954198473282,0.6348314606741573,0.7313915857605179
no_group_visual,lstm,256,43,attack,0.25,212.0,50.0,144.0,0.8091603053435115,0.5955056179775281,0.686084142394822
no_group_visual,lstm,256,43,attack,0.5,140.0,122.0,216.0,0.5343511450381679,0.39325842696629215,0.45307443365695793
no_group_visual,lstm,256,43,investigation,0.1,748.0,181.0,719.0,0.8051668460710442,0.5098841172460804,0.6243739565943238
no_group_visual,lstm,256,43,investigation,0.25,668.0,261.0,799.0,0.7190527448869752,0.4553510565780504,0.5575959933222036
no_group_visual,lstm,256,43,investigation,0.5,479.0,450.0,988.0,0.5156081808396125,0.3265167007498296,0.3998330550918197
no_group_visual,lstm,256,43,mount,0.1,165.0,33.0,43.0,0.8333333333333334,0.7932692307692307,0.812807881773399
no_group_visual,lstm,256,43,mount,0.25,161.0,37.0,47.0,0.8131313131313131,0.7740384615384616,0.7931034482758621
no_group_visual,lstm,256,43,mount,0.5,141.0,57.0,67.0,0.7121212121212122,0.6778846153846154,0.6945812807881774
no_group_visual,lstm,256,44,attack,0.1,218.0,52.0,138.0,0.8074074074074075,0.6123595505617978,0.6964856230031949
no_group_visual,lstm,256,44,attack,0.25,200.0,70.0,156.0,0.7407407407407407,0.5617977528089888,0.6389776357827476
no_group_visual,lstm,256,44,attack,0.5,124.0,146.0,232.0,0.45925925925925926,0.34831460674157305,0.39616613418530355
no_group_visual,lstm,256,44,investigation,0.1,764.0,200.0,703.0,0.7925311203319502,0.5207907293796864,0.6285479226655697
no_group_visual,lstm,256,44,investigation,0.25,688.0,276.0,779.0,0.7136929460580913,0.46898432174505794,0.5660222130810366
no_group_visual,lstm,256,44,investigation,0.5,477.0,487.0,990.0,0.4948132780082988,0.32515337423312884,0.39243109831345124
no_group_visual,lstm,256,44,mount,0.1,163.0,31.0,45.0,0.8402061855670103,0.7836538461538461,0.8109452736318408
no_group_visual,lstm,256,44,mount,0.25,157.0,37.0,51.0,0.8092783505154639,0.7548076923076923,0.7810945273631842
no_group_visual,lstm,256,44,mount,0.5,136.0,58.0,72.0,0.7010309278350515,0.6538461538461539,0.6766169154228855
no_group_visual,lstm,512,42,attack,0.1,220.0,73.0,136.0,0.7508532423208191,0.6179775280898876,0.6779661016949151
no_group_visual,lstm,512,42,attack,0.25,199.0,94.0,157.0,0.6791808873720137,0.5589887640449438,0.6132511556240371
no_group_visual,lstm,512,42,attack,0.5,122.0,171.0,234.0,0.41638225255972694,0.34269662921348315,0.37596302003081666
no_group_visual,lstm,512,42,investigation,0.1,722.0,199.0,745.0,0.7839305103148752,0.49216087252897067,0.6046901172529313
no_group_visual,lstm,512,42,investigation,0.25,645.0,276.0,822.0,0.7003257328990228,0.4396728016359918,0.5402010050251257
no_group_visual,lstm,512,42,investigation,0.5,453.0,468.0,1014.0,0.49185667752442996,0.30879345603271985,0.37939698492462315
no_group_visual,lstm,512,42,mount,0.1,165.0,33.0,43.0,0.8333333333333334,0.7932692307692307,0.812807881773399
no_group_visual,lstm,512,42,mount,0.25,160.0,38.0,48.0,0.8080808080808081,0.7692307692307693,0.7881773399014778
no_group_visual,lstm,512,42,mount,0.5,135.0,63.0,73.0,0.6818181818181818,0.6490384615384616,0.6650246305418719
no_group_visual,lstm,512,43,attack,0.1,224.0,39.0,132.0,0.8517110266159695,0.6292134831460674,0.7237479806138933
no_group_visual,lstm,512,43,attack,0.25,208.0,55.0,148.0,0.7908745247148289,0.5842696629213483,0.6720516962843295
no_group_visual,lstm,512,43,attack,0.5,133.0,130.0,223.0,0.5057034220532319,0.37359550561797755,0.4297253634894992
no_group_visual,lstm,512,43,investigation,0.1,678.0,187.0,789.0,0.7838150289017342,0.4621676891615542,0.58147512864494
no_group_visual,lstm,512,43,investigation,0.25,620.0,245.0,847.0,0.7167630057803468,0.4226312201772324,0.5317324185248714
no_group_visual,lstm,512,43,investigation,0.5,456.0,409.0,1011.0,0.5271676300578034,0.310838445807771,0.3910806174957118
no_group_visual,lstm,512,43,mount,0.1,161.0,35.0,47.0,0.8214285714285714,0.7740384615384616,0.7970297029702971
no_group_visual,lstm,512,43,mount,0.25,155.0,41.0,53.0,0.7908163265306123,0.7451923076923077,0.7673267326732675
no_group_visual,lstm,512,43,mount,0.5,132.0,64.0,76.0,0.673469387755102,0.6346153846153846,0.6534653465346534
no_group_visual,lstm,512,44,attack,0.1,218.0,72.0,138.0,0.7517241379310344,0.6123595505617978,0.6749226006191951
no_group_visual,lstm,512,44,attack,0.25,195.0,95.0,161.0,0.6724137931034483,0.547752808988764,0.6037151702786376
no_group_visual,lstm,512,44,attack,0.5,117.0,173.0,239.0,0.40344827586206894,0.32865168539325845,0.3622291021671826
no_group_visual,lstm,512,44,investigation,0.1,736.0,195.0,731.0,0.790547798066595,0.501704158145876,0.6138448707256047
no_group_visual,lstm,512,44,investigation,0.25,661.0,270.0,806.0,0.7099892588614393,0.4505794137695978,0.5512927439532943
no_group_visual,lstm,512,44,investigation,0.5,465.0,466.0,1002.0,0.49946294307196565,0.3169734151329243,0.3878231859883236
no_group_visual,lstm,512,44,mount,0.1,165.0,37.0,43.0,0.8168316831683168,0.7932692307692307,0.8048780487804879
no_group_visual,lstm,512,44,mount,0.25,161.0,41.0,47.0,0.7970297029702971,0.7740384615384616,0.7853658536585366
