stream,head,capacity,seed,class,threshold,tp,fp,fn,bout_precision,bout_recall,bout_f1
pose_relations_only,attention,512,44,attack,0.1,227.0,50.0,129.0,0.8194945848375451,0.6376404494382022,0.717219589257504
pose_relations_only,attention,512,44,attack,0.25,207.0,70.0,149.0,0.7472924187725631,0.5814606741573034,0.6540284360189573
pose_relations_only,attention,512,44,attack,0.5,121.0,156.0,235.0,0.4368231046931408,0.3398876404494382,0.3823064770932069
pose_relations_only,attention,512,44,investigation,0.1,746.0,193.0,721.0,0.7944621938232161,0.5085207907293797,0.6201163757273482
pose_relations_only,attention,512,44,investigation,0.25,670.0,269.0,797.0,0.7135250266240681,0.4567143830947512,0.5569409808811305
pose_relations_only,attention,512,44,investigation,0.5,457.0,482.0,1010.0,0.48668796592119273,0.3115201090661213,0.37988362427265165
pose_relations_only,attention,512,44,mount,0.1,165.0,32.0,43.0,0.8375634517766497,0.7932692307692307,0.8148148148148147
pose_relations_only,attention,512,44,mount,0.25,160.0,37.0,48.0,0.8121827411167513,0.7692307692307693,0.7901234567901234
pose_relations_only,attention,512,44,mount,0.5,144.0,53.0,64.0,0.7309644670050761,0.6923076923076923,0.7111111111111111
pose_relations_only,attention,896,42,attack,0.1,228.0,74.0,128.0,0.7549668874172185,0.6404494382022472,0.6930091185410335
pose_relations_only,attention,896,42,attack,0.25,208.0,94.0,148.0,0.6887417218543046,0.5842696629213483,0.6322188449848023
pose_relations_only,attention,896,42,attack,0.5,125.0,177.0,231.0,0.4139072847682119,0.351123595505618,0.3799392097264438
pose_relations_only,attention,896,42,investigation,0.1,671.0,171.0,796.0,0.7969121140142518,0.45739604635310155,0.5812039844088349
pose_relations_only,attention,896,42,investigation,0.25,606.0,236.0,861.0,0.7197149643705463,0.4130879345603272,0.5249025552187093
pose_relations_only,attention,896,42,investigation,0.5,437.0,405.0,1030.0,0.5190023752969121,0.29788684389911385,0.3785188393243828
pose_relations_only,attention,896,42,mount,0.1,179.0,51.0,29.0,0.7782608695652173,0.8605769230769231,0.817351598173516
pose_relations_only,attention,896,42,mount,0.25,175.0,55.0,33.0,0.7608695652173914,0.8413461538461539,0.7990867579908676
pose_relations_only,attention,896,42,mount,0.5,157.0,73.0,51.0,0.6826086956521739,0.7548076923076923,0.7168949771689496
pose_relations_only,attention,896,43,attack,0.1,227.0,61.0,129.0,0.7881944444444444,0.6376404494382022,0.7049689440993787
pose_relations_only,attention,896,43,attack,0.25,202.0,86.0,154.0,0.7013888888888888,0.5674157303370787,0.6273291925465838
pose_relations_only,attention,896,43,attack,0.5,125.0,163.0,231.0,0.4340277777777778,0.351123595505618,0.38819875776397517
pose_relations_only,attention,896,43,investigation,0.1,745.0,178.0,722.0,0.8071505958829902,0.5078391274710293,0.6234309623430963
pose_relations_only,attention,896,43,investigation,0.25,666.0,257.0,801.0,0.7215601300108342,0.4539877300613497,0.5573221757322175
pose_relations_only,attention,896,43,investigation,0.5,460.0,463.0,1007.0,0.49837486457204766,0.31356509884117245,0.38493723849372385
pose_relations_only,attention,896,43,mount,0.1,172.0,48.0,36.0,0.7818181818181819,0.8269230769230769,0.8037383177570092
pose_relations_only,attention,896,43,mount,0.25,168.0,52.0,40.0,0.7636363636363637,0.8076923076923077,0.7850467289719626
pose_relations_only,attention,896,43,mount,0.5,153.0,67.0,55.0,0.6954545454545454,0.7355769230769231,0.7149532710280373
pose_relations_only,attention,896,44,attack,0.1,230.0,53.0,126.0,0.8127208480565371,0.6460674157303371,0.7198748043818466
pose_relations_only,attention,896,44,attack,0.25,210.0,73.0,146.0,0.7420494699646644,0.5898876404494382,0.6572769953051644
pose_relations_only,attention,896,44,attack,0.5,128.0,155.0,228.0,0.45229681978798586,0.3595505617977528,0.4006259780907668
pose_relations_only,attention,896,44,investigation,0.1,732.0,187.0,735.0,0.7965179542981502,0.49897750511247446,0.6135792120704107
pose_relations_only,attention,896,44,investigation,0.25,652.0,267.0,815.0,0.7094668117519043,0.4444444444444444,0.5465213746856663
pose_relations_only,attention,896,44,investigation,0.5,451.0,468.0,1016.0,0.49075081610446136,0.3074301295160191,0.37803855825649624
pose_relations_only,attention,896,44,mount,0.1,161.0,29.0,47.0,0.8473684210526315,0.7740384615384616,0.8090452261306534
pose_relations_only,attention,896,44,mount,0.25,157.0,33.0,51.0,0.8263157894736842,0.7548076923076923,0.7889447236180905
pose_relations_only,attention,896,44,mount,0.5,134.0,56.0,74.0,0.7052631578947368,0.6442307692307693,0.6733668341708543
pose_relations_only,lstm,256,42,attack,0.1,222.0,144.0,134.0,0.6065573770491803,0.6235955056179775,0.6149584487534626
pose_relations_only,lstm,256,42,attack,0.25,205.0,161.0,151.0,0.5601092896174863,0.5758426966292135,0.5678670360110802
pose_relations_only,lstm,256,42,attack,0.5,116.0,250.0,240.0,0.31693989071038253,0.3258426966292135,0.32132963988919666
pose_relations_only,lstm,256,42,investigation,0.1,701.0,209.0,766.0,0.7703296703296704,0.4778459441036128,0.5898190997055112
pose_relations_only,lstm,256,42,investigation,0.25,626.0,284.0,841.0,0.6879120879120879,0.4267211997273347,0.5267143458140514
pose_relations_only,lstm,256,42,investigation,0.5,420.0,490.0,1047.0,0.46153846153846156,0.28629856850715746,0.353386621792175
pose_relations_only,lstm,256,42,mount,0.1,169.0,48.0,39.0,0.7788018433179723,0.8125,0.7952941176470588
pose_relations_only,lstm,256,42,mount,0.25,165.0,52.0,43.0,0.7603686635944701,0.7932692307692307,0.7764705882352941
pose_relations_only,lstm,256,42,mount,0.5,147.0,70.0,61.0,0.6774193548387096,0.7067307692307693,0.691764705882353
pose_relations_only,lstm,256,43,attack,0.1,226.0,56.0,130.0,0.8014184397163121,0.6348314606741573,0.7084639498432602
pose_relations_only,lstm,256,43,attack,0.25,207.0,75.0,149.0,0.7340425531914894,0.5814606741573034,0.6489028213166144
pose_relations_only,lstm,256,43,attack,0.5,131.0,151.0,225.0,0.4645390070921986,0.36797752808988765,0.4106583072100314
pose_relations_only,lstm,256,43,investigation,0.1,686.0,186.0,781.0,0.786697247706422,0.4676209952283572,0.5865754595981189
pose_relations_only,lstm,256,43,investigation,0.25,616.0,256.0,851.0,0.7064220183486238,0.41990456714383095,0.526720820863617
pose_relations_only,lstm,256,43,investigation,0.5,436.0,436.0,1031.0,0.5,0.29720518064076346,0.37280889268918344
pose_relations_only,lstm,256,43,mount,0.1,172.0,48.0,36.0,0.7818181818181819,0.8269230769230769,0.8037383177570092
pose_relations_only,lstm,256,43,mount,0.25,167.0,53.0,41.0,0.759090909090909,0.8028846153846154,0.7803738317757009
pose_relations_only,lstm,256,43,mount,0.5,148.0,72.0,60.0,0.6727272727272727,0.7115384615384616,0.6915887850467289
pose_relations_only,lstm,256,44,attack,0.1,228.0,56.0,128.0,0.8028169014084507,0.6404494382022472,0.7124999999999999
pose_relations_only,lstm,256,44,attack,0.25,206.0,78.0,150.0,0.7253521126760564,0.5786516853932584,0.6437499999999999
pose_relations_only,lstm,256,44,attack,0.5,118.0,166.0,238.0,0.4154929577464789,0.33146067415730335,0.36874999999999997
pose_relations_only,lstm,256,44,investigation,0.1,758.0,228.0,709.0,0.768762677484787,0.5167007498295841,0.6180187525479005
pose_relations_only,lstm,256,44,investigation,0.25,669.0,317.0,798.0,0.678498985801217,0.4560327198364008,0.5454545454545454
pose_relations_only,lstm,256,44,investigation,0.5,456.0,530.0,1011.0,0.46247464503042596,0.310838445807771,0.3717896453322463
pose_relations_only,lstm,256,44,mount,0.1,160.0,41.0,48.0,0.7960199004975125,0.7692307692307693,0.78239608801956
pose_relations_only,lstm,256,44,mount,0.25,153.0,48.0,55.0,0.7611940298507462,0.7355769230769231,0.7481662591687042
pose_relations_only,lstm,256,44,mount,0.5,138.0,63.0,70.0,0.6865671641791045,0.6634615384615384,0.6748166259168703
pose_relations_only,lstm,512,42,attack,0.1,223.0,130.0,133.0,0.6317280453257791,0.6264044943820225,0.6290550070521863
pose_relations_only,lstm,512,42,attack,0.25,206.0,147.0,150.0,0.5835694050991501,0.5786516853932584,0.5811001410437237
pose_relations_only,lstm,512,42,attack,0.5,121.0,232.0,235.0,0.34277620396600567,0.3398876404494382,0.34132581100141046
pose_relations_only,lstm,512,42,investigation,0.1,716.0,215.0,751.0,0.7690655209452202,0.48807089297886846,0.597164303586322
pose_relations_only,lstm,512,42,investigation,0.25,639.0,292.0,828.0,0.686358754027927,0.43558282208588955,0.5329441201000834
pose_relations_only,lstm,512,42,investigation,0.5,425.0,506.0,1042.0,0.4564983888292159,0.2897068847989093,0.3544620517097581
pose_relations_only,lstm,512,42,mount,0.1,171.0,41.0,37.0,0.8066037735849056,0.8221153846153846,0.8142857142857142
pose_relations_only,lstm,512,42,mount,0.25,167.0,45.0,41.0,0.7877358490566038,0.8028846153846154,0.7952380952380952
pose_relations_only,lstm,512,42,mount,0.5,147.0,65.0,61.0,0.6933962264150944,0.7067307692307693,0.7
pose_relations_only,lstm,512,43,attack,0.1,226.0,53.0,130.0,0.8100358422939068,0.6348314606741573,0.7118110236220472
pose_relations_only,lstm,512,43,attack,0.25,205.0,74.0,151.0,0.7347670250896058,0.5758426966292135,0.6456692913385826
pose_relations_only,lstm,512,43,attack,0.5,124.0,155.0,232.0,0.4444444444444444,0.34831460674157305,0.3905511811023622
pose_relations_only,lstm,512,43,investigation,0.1,740.0,194.0,727.0,0.7922912205567452,0.5044308111792775,0.6164098292378176
pose_relations_only,lstm,512,43,investigation,0.25,663.0,271.0,804.0,0.7098501070663812,0.45194274028629855,0.5522698875468555
pose_relations_only,lstm,512,43,investigation,0.5,449.0,485.0,1018.0,0.480728051391863,0.3060668029993183,0.3740108288213244
pose_relations_only,lstm,512,43,mount,0.1,164.0,35.0,44.0,0.8241206030150754,0.7884615384615384,0.8058968058968059
pose_relations_only,lstm,512,43,mount,0.25,155.0,44.0,53.0,0.7788944723618091,0.7451923076923077,0.7616707616707616
pose_relations_only,lstm,512,43,mount,0.5,140.0,59.0,68.0,0.7035175879396985,0.6730769230769231,0.687960687960688
pose_relations_only,lstm,512,44,attack,0.1,223.0,60.0,133.0,0.7879858657243817,0.6264044943820225,0.6979655712050078
pose_relations_only,lstm,512,44,attack,0.25,199.0,84.0,157.0,0.7031802120141343,0.5589887640449438,0.6228482003129892
pose_relations_only,lstm,512,44,attack,0.5,114.0,169.0,242.0,0.4028268551236749,0.3202247191011236,0.35680751173708924
pose_relations_only,lstm,512,44,investigation,0.1,759.0,230.0,708.0,0.7674418604651163,0.5173824130879345,0.6180781758957654
pose_relations_only,lstm,512,44,investigation,0.25,669.0,320.0,798.0,0.6764408493427705,0.4560327198364008,0.5447882736156351
pose_relations_only,lstm,512,44,investigation,0.5,431.0,558.0,1036.0,0.435793731041456,0.2937968643490116,0.35097719869706845
pose_relations_only,lstm,512,44,mount,0.1,158.0,42.0,50.0,0.79,0.7596153846153846,0.7745098039215687
pose_relations_only,lstm,512,44,mount,0.25,152.0,48.0,56.0,0.76,0.7307692307692307,0.7450980392156863
pose_relations_only,lstm,512,44,mount,0.5,135.0,65.0,73.0,0.675,0.6490384615384616,0.661764705882353
pose_relations_only,lstm,896,42,attack,0.1,228.0,113.0,128.0,0.6686217008797654,0.6404494382022472,0.654232424677188
pose_relations_only,lstm,896,42,attack,0.25,206.0,135.0,150.0,0.6041055718475073,0.5786516853932584,0.5911047345767576
pose_relations_only,lstm,896,42,attack,0.5,125.0,216.0,231.0,0.36656891495601174,0.351123595505618,0.3586800573888092
pose_relations_only,lstm,896,42,investigation,0.1,695.0,220.0,772.0,0.7595628415300546,0.47375596455351054,0.5835432409739714
pose_relations_only,lstm,896,42,investigation,0.25,619.0,296.0,848.0,0.6765027322404371,0.4219495569188821,0.5197313182199833
pose_relations_only,lstm,896,42,investigation,0.5,406.0,509.0,1061.0,0.44371584699453553,0.2767552828902522,0.3408900083963056
pose_relations_only,lstm,896,42,mount,0.1,171.0,43.0,37.0,0.7990654205607477,0.8221153846153846,0.8104265402843601
pose_relations_only,lstm,896,42,mount,0.25,168.0,46.0,40.0,0.7850467289719626,0.8076923076923077,0.7962085308056873
pose_relations_only,lstm,896,42,mount,0.5,152.0,62.0,56.0,0.7102803738317757,0.7307692307692307,0.7203791469194313
pose_relations_only,lstm,896,43,attack,0.1,220.0,39.0,136.0,0.8494208494208494,0.6179775280898876,0.7154471544715446
pose_relations_only,lstm,896,43,attack,0.25,202.0,57.0,154.0,0.7799227799227799,0.5674157303370787,0.6569105691056911
pose_relations_only,lstm,896,43,attack,0.5,126.0,133.0,230.0,0.4864864864864865,0.3539325842696629,0.4097560975609756
pose_relations_only,lstm,896,43,investigation,0.1,665.0,175.0,802.0,0.7916666666666666,0.45330606680299934,0.5765062852188989
pose_relations_only,lstm,896,43,investigation,0.25,604.0,236.0,863.0,0.719047619047619,0.4117246080436264,0.5236237537928046
pose_relations_only,lstm,896,43,investigation,0.5,431.0,409.0,1036.0,0.513095238095238,0.2937968643490116,0.3736454269614217
pose_relations_only,lstm,896,43,mount,0.1,170.0,40.0,38.0,0.8095238095238095,0.8173076923076923,0.8133971291866029
pose_relations_only,lstm,896,43,mount,0.25,167.0,43.0,41.0,0.7952380952380952,0.8028846153846154,0.7990430622009569
pose_relations_only,lstm,896,43,mount,0.5,150.0,60.0,58.0,0.7142857142857143,0.7211538461538461,0.7177033492822967
pose_relations_only,lstm,896,44,attack,0.1,220.0,94.0,136.0,0.7006369426751592,0.6179775280898876,0.6567164179104478
pose_relations_only,lstm,896,44,attack,0.25,194.0,120.0,162.0,0.6178343949044586,0.5449438202247191,0.5791044776119403
pose_relations_only,lstm,896,44,attack,0.5,108.0,206.0,248.0,0.34394904458598724,0.30337078651685395,0.32238805970149254
pose_relations_only,lstm,896,44,investigation,0.1,790.0,265.0,677.0,0.7488151658767772,0.5385139740967961,0.6264869151467088
pose_relations_only,lstm,896,44,investigation,0.25,684.0,371.0,783.0,0.6483412322274882,0.4662576687116564,0.542426645519429
pose_relations_only,lstm,896,44,investigation,0.5,445.0,610.0,1022.0,0.4218009478672986,0.30334014996591685,0.35289452815226013
pose_relations_only,lstm,896,44,mount,0.1,170.0,61.0,38.0,0.7359307359307359,0.8173076923076923,0.7744874715261958
pose_relations_only,lstm,896,44,mount,0.25,164.0,67.0,44.0,0.70995670995671,0.7884615384615384,0.7471526195899773
pose_relations_only,lstm,896,44,mount,0.5,144.0,87.0,64.0,0.6233766233766234,0.6923076923076923,0.6560364464692483
visual_only,attention,256,42,attack,0.1,215.0,68.0,141.0,0.7597173144876325,0.6039325842696629,0.6729264475743348
visual_only,attention,256,42,attack,0.25,186.0,97.0,170.0,0.657243816254417,0.5224719101123596,0.5821596244131456
visual_only,attention,256,42,attack,0.5,106.0,177.0,250.0,0.3745583038869258,0.29775280898876405,0.3317683881064163
visual_only,attention,256,42,investigation,0.1,706.0,267.0,761.0,0.7255909558067831,0.4812542603953647,0.578688524590164
visual_only,attention,256,42,investigation,0.25,620.0,353.0,847.0,0.6372045220966084,0.4226312201772324,0.5081967213114754
visual_only,attention,256,42,investigation,0.5,360.0,613.0,1107.0,0.3699897225077081,0.24539877300613497,0.29508196721311475
visual_only,attention,256,42,mount,0.1,168.0,108.0,40.0,0.6086956521739131,0.8076923076923077,0.6942148760330579
visual_only,attention,256,42,mount,0.25,164.0,112.0,44.0,0.5942028985507246,0.7884615384615384,0.6776859504132232
visual_only,attention,256,42,mount,0.5,144.0,132.0,64.0,0.5217391304347826,0.6923076923076923,0.5950413223140496
visual_only,attention,256,43,attack,0.1,211.0,83.0,145.0,0.717687074829932,0.5926966292134831,0.6492307692307693
visual_only,attention,256,43,attack,0.25,182.0,112.0,174.0,0.6190476190476191,0.5112359550561798,0.56
visual_only,attention,256,43,attack,0.5,100.0,194.0,256.0,0.3401360544217687,0.2808988764044944,0.3076923076923077
visual_only,attention,256,43,investigation,0.1,730.0,258.0,737.0,0.7388663967611336,0.49761417859577367,0.594704684317719
visual_only,attention,256,43,investigation,0.25,606.0,382.0,861.0,0.6133603238866396,0.4130879345603272,0.4936863543788188
visual_only,attention,256,43,investigation,0.5,370.0,618.0,1097.0,0.37449392712550605,0.25221540558963873,0.3014256619144603
visual_only,attention,256,43,mount,0.1,151.0,50.0,57.0,0.7512437810945274,0.7259615384615384,0.7383863080684597
visual_only,attention,256,43,mount,0.25,142.0,59.0,66.0,0.7064676616915423,0.6826923076923077,0.6943765281173595
visual_only,attention,256,43,mount,0.5,126.0,75.0,82.0,0.6268656716417911,0.6057692307692307,0.6161369193154034
visual_only,attention,256,44,attack,0.1,216.0,62.0,140.0,0.7769784172661871,0.6067415730337079,0.6813880126182965
visual_only,attention,256,44,attack,0.25,185.0,93.0,171.0,0.6654676258992805,0.5196629213483146,0.5835962145110409
visual_only,attention,256,44,attack,0.5,102.0,176.0,254.0,0.3669064748201439,0.28651685393258425,0.3217665615141956
visual_only,attention,256,44,investigation,0.1,719.0,260.0,748.0,0.7344228804902962,0.49011588275391954,0.5878986099754702
visual_only,attention,256,44,investigation,0.25,608.0,371.0,859.0,0.6210418794688458,0.41445126107702795,0.4971381847914963
visual_only,attention,256,44,investigation,0.5,382.0,597.0,1085.0,0.390194075587334,0.2603953646898432,0.31234668847097297
visual_only,attention,256,44,mount,0.1,157.0,52.0,51.0,0.7511961722488039,0.7548076923076923,0.7529976019184652
visual_only,attention,256,44,mount,0.25,146.0,63.0,62.0,0.6985645933014354,0.7019230769230769,0.7002398081534771
visual_only,attention,256,44,mount,0.5,134.0,75.0,74.0,0.6411483253588517,0.6442307692307693,0.6426858513189448
visual_only,attention,512,42,attack,0.1,213.0,155.0,143.0,0.5788043478260869,0.598314606741573,0.5883977900552486
visual_only,attention,512,42,attack,0.25,176.0,192.0,180.0,0.4782608695652174,0.4943820224719101,0.4861878453038674
visual_only,attention,512,42,attack,0.5,94.0,274.0,262.0,0.2554347826086957,0.2640449438202247,0.2596685082872928
visual_only,attention,512,42,investigation,0.1,696.0,298.0,771.0,0.7002012072434608,0.47443762781186094,0.5656237301909793
visual_only,attention,512,42,investigation,0.25,593.0,401.0,874.0,0.596579476861167,0.4042263122017723,0.48191791954490043
visual_only,attention,512,42,investigation,0.5,361.0,633.0,1106.0,0.3631790744466801,0.24608043626448534,0.29337667614790736
visual_only,attention,512,42,mount,0.1,144.0,53.0,64.0,0.7309644670050761,0.6923076923076923,0.7111111111111111
visual_only,attention,512,42,mount,0.25,138.0,59.0,70.0,0.700507614213198,0.6634615384615384,0.6814814814814815
visual_only,attention,512,42,mount,0.5,122.0,75.0,86.0,0.6192893401015228,0.5865384615384616,0.6024691358024691
visual_only,attention,512,43,attack,0.1,224.0,60.0,132.0,0.7887323943661971,0.6292134831460674,0.6999999999999998
visual_only,attention,512,43,attack,0.25,198.0,86.0,158.0,0.6971830985915493,0.5561797752808989,0.61875
visual_only,attention,512,43,attack,0.5,115.0,169.0,241.0,0.40492957746478875,0.32303370786516855,0.35937499999999994
visual_only,attention,512,43,investigation,0.1,684.0,235.0,783.0,0.7442872687704026,0.4662576687116564,0.5733445096395641
visual_only,attention,512,43,investigation,0.25,603.0,316.0,864.0,0.6561479869423286,0.4110429447852761,0.5054484492875104
visual_only,attention,512,43,investigation,0.5,378.0,541.0,1089.0,0.41131664853101196,0.25766871165644173,0.316848281642917
visual_only,attention,512,43,mount,0.1,157.0,78.0,51.0,0.6680851063829787,0.7548076923076923,0.708803611738149
visual_only,attention,512,43,mount,0.25,150.0,85.0,58.0,0.6382978723404256,0.7211538461538461,0.6772009029345373
visual_only,attention,512,43,mount,0.5,134.0,101.0,74.0,0.5702127659574469,0.6442307692307693,0.6049661399548534
visual_only,attention,512,44,attack,0.1,216.0,59.0,140.0,0.7854545454545454,0.6067415730337079,0.6846275752773376
visual_only,attention,512,44,attack,0.25,186.0,89.0,170.0,0.6763636363636364,0.5224719101123596,0.5895404120443741
visual_only,attention,512,44,attack,0.5,94.0,181.0,262.0,0.3418181818181818,0.2640449438202247,0.2979397781299524
visual_only,attention,512,44,investigation,0.1,752.0,281.0,715.0,0.7279767666989352,0.512610770279482,0.6016
visual_only,attention,512,44,investigation,0.25,627.0,406.0,840.0,0.6069699903194579,0.4274028629856851,0.5016000000000002
visual_only,attention,512,44,investigation,0.5,372.0,661.0,1095.0,0.3601161665053243,0.25357873210633947,0.29760000000000003
visual_only,attention,512,44,mount,0.1,144.0,42.0,64.0,0.7741935483870968,0.6923076923076923,0.7309644670050761
visual_only,attention,512,44,mount,0.25,136.0,50.0,72.0,0.7311827956989247,0.6538461538461539,0.6903553299492385
visual_only,attention,512,44,mount,0.5,117.0,69.0,91.0,0.6290322580645161,0.5625,0.5939086294416244
visual_only,attention,896,42,attack,0.1,221.0,79.0,135.0,0.7366666666666667,0.6207865168539326,0.6737804878048781
visual_only,attention,896,42,attack,0.25,187.0,113.0,169.0,0.6233333333333333,0.5252808988764045,0.5701219512195121
visual_only,attention,896,42,attack,0.5,108.0,192.0,248.0,0.36,0.30337078651685395,0.3292682926829269
visual_only,attention,896,42,investigation,0.1,688.0,254.0,779.0,0.7303609341825902,0.46898432174505794,0.5711913657119136
visual_only,attention,896,42,investigation,0.25,604.0,338.0,863.0,0.6411889596602972,0.4117246080436264,0.5014528850145288
visual_only,attention,896,42,investigation,0.5,359.0,583.0,1108.0,0.38110403397027603,0.2447171097477846,0.2980489829804899
visual_only,attention,896,42,mount,0.1,170.0,116.0,38.0,0.5944055944055944,0.8173076923076923,0.6882591093117408
visual_only,attention,896,42,mount,0.25,168.0,118.0,40.0,0.5874125874125874,0.8076923076923077,0.680161943319838
visual_only,attention,896,42,mount,0.5,147.0,139.0,61.0,0.513986013986014,0.7067307692307693,0.5951417004048583
visual_only,attention,896,43,attack,0.1,217.0,116.0,139.0,0.6516516516516516,0.6095505617977528,0.6298984034833092
visual_only,attention,896,43,attack,0.25,183.0,150.0,173.0,0.5495495495495496,0.5140449438202247,0.5312046444121916
visual_only,attention,896,43,attack,0.5,96.0,237.0,260.0,0.2882882882882883,0.2696629213483146,0.27866473149492016
visual_only,attention,896,43,investigation,0.1,709.0,281.0,758.0,0.7161616161616161,0.4832992501704158,0.5771265771265771
visual_only,attention,896,43,investigation,0.25,611.0,379.0,856.0,0.6171717171717171,0.4164962508520791,0.4973544973544974
visual_only,attention,896,43,investigation,0.5,376.0,614.0,1091.0,0.3797979797979798,0.256305385139741,0.30606430606430607
visual_only,attention,896,43,mount,0.1,158.0,69.0,50.0,0.6960352422907489,0.7596153846153846,0.7264367816091953
visual_only,attention,896,43,mount,0.25,149.0,78.0,59.0,0.6563876651982379,0.7163461538461539,0.6850574712643679
visual_only,attention,896,43,mount,0.5,135.0,92.0,73.0,0.5947136563876652,0.6490384615384616,0.6206896551724137
visual_only,attention,896,44,attack,0.1,215.0,62.0,141.0,0.776173285198556,0.6039325842696629,0.6793048973143759
visual_only,attention,896,44,attack,0.25,182.0,95.0,174.0,0.6570397111913358,0.5112359550561798,0.5750394944707741
visual_only,attention,896,44,attack,0.5,101.0,176.0,255.0,0.36462093862815886,0.28370786516853935,0.31911532385466035
visual_only,attention,896,44,investigation,0.1,750.0,269.0,717.0,0.7360157016683022,0.5112474437627812,0.6033789219629928
visual_only,attention,896,44,investigation,0.25,624.0,395.0,843.0,0.6123650637880275,0.42535787321063395,0.50201126307321
visual_only,attention,896,44,investigation,0.5,367.0,652.0,1100.0,0.3601570166830226,0.2501704158145876,0.2952534191472244
visual_only,attention,896,44,mount,0.1,161.0,66.0,47.0,0.7092511013215859,0.7740384615384616,0.7402298850574711
visual_only,attention,896,44,mount,0.25,154.0,73.0,54.0,0.6784140969162996,0.7403846153846154,0.7080459770114944
visual_only,attention,896,44,mount,0.5,134.0,93.0,74.0,0.5903083700440529,0.6442307692307693,0.6160919540229886
visual_only,lstm,256,42,attack,0.1,216.0,156.0,140.0,0.5806451612903226,0.6067415730337079,0.5934065934065934
visual_only,lstm,256,42,attack,0.25,190.0,182.0,166.0,0.510752688172043,0.5337078651685393,0.521978021978022
visual_only,lstm,256,42,attack,0.5,109.0,263.0,247.0,0.29301075268817206,0.3061797752808989,0.29945054945054944
visual_only,lstm,256,42,investigation,0.1,729.0,276.0,738.0,0.7253731343283583,0.49693251533742333,0.5898058252427185
visual_only,lstm,256,42,investigation,0.25,625.0,380.0,842.0,0.6218905472636815,0.42603953646898435,0.5056634304207119
visual_only,lstm,256,42,investigation,0.5,389.0,616.0,1078.0,0.3870646766169154,0.26516700749829586,0.31472491909385114
visual_only,lstm,256,42,mount,0.1,164.0,74.0,44.0,0.6890756302521008,0.7884615384615384,0.7354260089686098
visual_only,lstm,256,42,mount,0.25,159.0,79.0,49.0,0.6680672268907563,0.7644230769230769,0.7130044843049327
visual_only,lstm,256,42,mount,0.5,142.0,96.0,66.0,0.5966386554621849,0.6826923076923077,0.6367713004484306
visual_only,lstm,256,43,attack,0.1,204.0,162.0,152.0,0.5573770491803278,0.5730337078651685,0.5650969529085872
visual_only,lstm,256,43,attack,0.25,169.0,197.0,187.0,0.46174863387978143,0.4747191011235955,0.4681440443213296
visual_only,lstm,256,43,attack,0.5,95.0,271.0,261.0,0.25956284153005466,0.26685393258426965,0.2631578947368421
visual_only,lstm,256,43,investigation,0.1,750.0,323.0,717.0,0.6989748369058714,0.5112474437627812,0.5905511811023622
visual_only,lstm,256,43,investigation,0.25,636.0,437.0,831.0,0.5927306616961789,0.4335378323108384,0.5007874015748031
visual_only,lstm,256,43,investigation,0.5,387.0,686.0,1080.0,0.36067101584342964,0.26380368098159507,0.30472440944881884
visual_only,lstm,256,43,mount,0.1,160.0,77.0,48.0,0.6751054852320675,0.7692307692307693,0.7191011235955055
visual_only,lstm,256,43,mount,0.25,156.0,81.0,52.0,0.6582278481012658,0.75,0.701123595505618
visual_only,lstm,256,43,mount,0.5,136.0,101.0,72.0,0.5738396624472574,0.6538461538461539,0.6112359550561798
visual_only,lstm,256,44,attack,0.1,216.0,130.0,140.0,0.6242774566473989,0.6067415730337079,0.6153846153846154
visual_only,lstm,256,44,attack,0.25,189.0,157.0,167.0,0.546242774566474,0.5308988764044944,0.5384615384615384
visual_only,lstm,256,44,attack,0.5,111.0,235.0,245.0,0.3208092485549133,0.31179775280898875,0.3162393162393162
visual_only,lstm,256,44,investigation,0.1,703.0,259.0,764.0,0.7307692307692307,0.47920927062031354,0.5788390284067517
visual_only,lstm,256,44,investigation,0.25,617.0,345.0,850.0,0.6413721413721414,0.42058623040218135,0.5080279950596954
visual_only,lstm,256,44,investigation,0.5,376.0,586.0,1091.0,0.3908523908523909,0.256305385139741,0.3095924248662001
visual_only,lstm,256,44,mount,0.1,166.0,69.0,42.0,0.7063829787234043,0.7980769230769231,0.7494356659142212
visual_only,lstm,256,44,mount,0.25,164.0,71.0,44.0,0.6978723404255319,0.7884615384615384,0.7404063205417608
visual_only,lstm,256,44,mount,0.5,141.0,94.0,67.0,0.6,0.6778846153846154,0.636568848758465
visual_only,lstm,512,42,attack,0.1,203.0,147.0,153.0,0.58,0.5702247191011236,0.575070821529745
visual_only,lstm,512,42,attack,0.25,174.0,176.0,182.0,0.49714285714285716,0.4887640449438202,0.4929178470254958
visual_only,lstm,512,42,attack,0.5,98.0,252.0,258.0,0.28,0.2752808988764045,0.2776203966005666
visual_only,lstm,512,42,investigation,0.1,703.0,245.0,764.0,0.7415611814345991,0.47920927062031354,0.5821946169772256
visual_only,lstm,512,42,investigation,0.25,615.0,333.0,852.0,0.6487341772151899,0.41922290388548056,0.5093167701863354
visual_only,lstm,512,42,investigation,0.5,386.0,562.0,1081.0,0.40717299578059074,0.2631220177232447,0.31966873706004145
visual_only,lstm,512,42,mount,0.1,151.0,47.0,57.0,0.7626262626262627,0.7259615384615384,0.7438423645320197
